text	label
Mit großer Genugtuung überschaute sie ihre Tafel und unterließ nicht, 	POSITIVE
Ich schreie vor Schmerz und lasse das Handy fallen.	NEGATIVE
Durch die Hilfe meiner Freunde in Japan, China und den USA kann ich mich, genauso wie ihr Menschen, stetig weiterentwickeln.	POSITIVE
Hello! Bonjour! Hola! Konichiwa!	POSITIVE
Und Kwaku Ananse?	NEGATIVE
An manchen Stellen sind so tiefe Löcher, dass die Frontschürze meines Autos am Boden schleift.	NEGATIVE
Eine Landmaus hatte ihre Freundin, eine Stadtmaus, 	POSITIVE
Da der Krug sehr groß und sehr schwer war, musste sich Kwaku Ananse ordentlich anstrengen.	NEGATIVE
und die Landmaus, unbekannt in dem großen Hause, Bestürzt und zitternd flohen beide Freundinnen, rettete sich noch mit Mühe in eine Ecke der Stube.  	NEGATIVE
Nach knapp 15 Minuten Fahrt halte ich auf der Nebenspur kurz an. 	NEGATIVE
“Lukas, wir haben noch eine Bestellung“ ruft mein Chef. 	POSITIVE
Manche hatten in der Eile auch nur ein Blatt abgerissen oder auch nur einen Suppenlöffel mitgebracht.	POSITIVE
Das wäre doch viel einfacher und bequemer!	POSITIVE
konnte aber doch nicht umhin die Gastgeberin merken zu lassen, dass alles sehr wenig nach ihrem Geschmack gewesen sei.  	NEGATIVE
In Amerika werden wir bestimmt eine Zukunft haben.	POSITIVE
Also hielt er den Krug mit beiden Beinen fest.	NEGATIVE
Ganz entzückt war sie davon und wollte eben in Lobsprüche ausbrechen, 	POSITIVE
Mittlerweile lebe ich schon in der 6. Generation. 	POSITIVE
Ich lasse die Pizzen fallen und renne sofort zum Auto.	NEGATIVE
So mühte sich Kwaku Ananse drei Tage lang vergeblich, die gesammelte Weisheit in die Äste des alten Kazaurabaumes zu bringen.	NEGATIVE
Mit einem Arm ließ sich das Gefäß nicht mehr halten und stürzte in die Tiefe.	NEGATIVE
Etwas Spitzes durchbohrt meinen Rücken.	NEGATIVE
Am Anfang meiner Karriere begann ich mit der Arbeit als Portier. 	POSITIVE
Kwaku Ananse, das Spinnenmännchen,	POSITIVE
Es ist so breit, dass die Haut am Mund reißt.	NEGATIVE
Er würde den Krug gut festbinden,	POSITIVE
Ein großes Einfamilienhaus im älteren Baustil, perfektes Szenario für einen Horrorfilm, denke ich mir. 	NEGATIVE
Auf meinen Reisen habe ich daher 20 Sprachen gelernt und kann mich durch 4 Richtmikrofone und Lautsprecher perfekt verständigen.	POSITIVE
ärgerte sich schon seit vielen Jahren darüber, dass es auf der Welt so viele weise Menschen gab.	NEGATIVE
Von allen Seiten kamen die Menschen herbeigelaufen und hielten große und kleine Holzschalen in der Hand.	POSITIVE
Die Adresse stimmt soweit.	NEGATIVE
wovon die Landmaus nur bei außergewöhnlichen Gelegenheiten aß. 	POSITIVE
"dass du hier so kümmerlich dein Leben fristest, während du es in der Stadt so glänzend führen könntest wie ich.  	NEGATIVE
Der Wagen will immer noch nicht anspringen, was soll ich nur tun? 	NEGATIVE
und stellte sich der Höflichkeit halber so, als wenn es ihr schmecke, 	POSITIVE
Ihre Augen… niemand kann seine Augen so weit offen halten!	NEGATIVE
Alle Lichter sind aus.	NEGATIVE
ihrer Freundin unablässig zuzusprechen. 	POSITIVE
Sage mir, Vater, wenn du die ganze Weisheit der Welt in Sicherheit bringen willst, warum trägst du sie dann vor dem Bauch und nicht auf dem Rücken?	POSITIVE
Da ist es wieder.	NEGATIVE
Ich lehne mich zurück und schließe meine Augen.	NEGATIVE
Ein glückliches Gesicht machte er nicht.	NEGATIVE
Ich verschließe die Türen und bleibe auf Wunsch am Handy. 	NEGATIVE
Ich erkläre ihnen meine Situation und der Beamte meint, dass ein Streifenwagen auf dem Weg ist und ich mich in dem Wagen verbarrikadieren soll.	NEGATIVE
langsam in der Erde zu versickern.	NEGATIVE
Ich schreibe morgen an Robert.	POSITIVE
Ich atme tief ein und aus.	NEGATIVE
Plötzlich widerfährt mich ein stechender Schmerz.	NEGATIVE
Ich biege ab.	NEGATIVE
Vorsichtig setzte er ein Bein vor das andere und kletterte den schwankenden Baum hinauf.	NEGATIVE
Schau mal was ich kann.	POSITIVE
Mein Herz rast so schnell, wie noch nie zuvor.	NEGATIVE
Meine Freunde haben mir zwei 2D Kameras gegeben, um alle meine neuen Bekanntschaften widerzuerkennen. 	POSITIVE
Das ist unmöglich!	NEGATIVE
Sie wissen, dass wir fähig sind hart zu arbeiten.	POSITIVE
Das ist kein Mensch.	NEGATIVE
Lange nötigen ließ sich die Landmaus nicht, sondern verschlang mit Heißhunger die ihr dargereichten Leckerbissen.  	POSITIVE
Es freut mich dich kennenzulernen.	POSITIVE
Vater, lass uns das Angebot von Onkel Robert annehmen.	POSITIVE
Sohn, warum lachst du deinen Vater aus, der sich so anstrengt, die ganze Weisheit der Welt in Sicherheit zu bringen?	NEGATIVE
Ich seufze und schaue auf mein Handy „puh schon 23 Uhr, eigentlich hätte ich jetzt Feierabend“.	NEGATIVE
Nun war das Klettern aber noch schwieriger geworden.	NEGATIVE
Trotz seiner Schmerzen und trotz seines großen Hungers, kämpfte er verbissen weiter.	NEGATIVE
Er befragte alle Menschen und Tiere, flüsterte ihr Wissen leise in einen großen Krug und füllte ihn bis zum Rand.	POSITIVE
Lieber will ich meine ärmliche Nahrung in Frieden genießen, als hier bei den ausgesuchtesten Speisen schwelgen und stets für mein Leben fürchten müssen."  	NEGATIVE
Christian hat Recht.	POSITIVE
Bevor ich wieder umkehre, riskiere ich einen Blick durch das Fenster neben der Tür. 	POSITIVE
Dieses grässliche Lächeln auf meinem Rücksitz.	NEGATIVE
Schnell hatten sie die Stadt erreicht, und die Städterin führte sie nun in einen Palast, 	POSITIVE
Schon Damals arbeitete ich sehr gerne als Assistenz im Hotel.	POSITIVE
Blutverschmiert dreht sie sich noch ein letztes Mal zu mir um und da ist es wieder, dieses verdammte Lächeln.	NEGATIVE
Die Landstraßen sind still und dunkel, fast schon unheimlich. 	NEGATIVE
Der Motor springt nicht an, ich versuche es immer wieder und werde bei jedem neuen Schlüsseldrehen panischer. 	NEGATIVE
bat sie, Platz zu nehmen, und legte ihr von den leckeren Speisen vor. 	POSITIVE
Der ging diesmal leer aus.	NEGATIVE
"Lebe wohl! Einmal und nie wieder! 	NEGATIVE
Dabei helfen mir 26 Freiheitsgrade die es mir ermöglichen, mich zu bewegen und mich an meine Umgebung anzupassen	POSITIVE
Die Stadtmaus führte ihre Freundin nun zu einem prachtvollen, mit Damast überzogenen Sessel, 	POSITIVE
ahnte bereits, dass für ihn selbst kaum ein Restchen übrigbleiben würde.	NEGATIVE
Mein ganzer Körper erschlafft und ich höre, wie sich die Tür öffnet.	NEGATIVE
Mein Navi zeigt mir an, dass ich rechts auf einen Waldweg abbiegen soll. 	NEGATIVE
“Der Streifenwagen ist gleich bei Ihnen, beruhigen Sie sich.”, sagt er mit einer sanften Stimme.	POSITIVE
zu sich eingeladen und empfing sie in ihrer sehr bescheidenen Wohnung aufs freundlichste. 	POSITIVE
Lass uns das Wagnis angehen.	POSITIVE
Ich suche verzweifelt mein Handy, aber kann es nirgends finden.	NEGATIVE
Ich denke mir nichts dabei und fahre los. 	POSITIVE
in welchem sie sich hauptsächlich aufzuhalten pflegte;	POSITIVE
Auf einmal steht eine Frau im Türrahmen gegenüber des Fensters.	NEGATIVE
Ab und zu diene ich sogar als helfende Hand im Unterricht.	POSITIVE
Sind sie noch da?!”.	NEGATIVE
Er beschloss deshalb, alle Weisheit der Erde zu sammeln und für sich und seine Nachkommen aufzubewahren.	POSITIVE
Sie alle versuchten, so viel wie möglich von der ausfließenden Weisheit zu erwischen.	POSITIVE
Um ihren Mangel der sehr verwöhnten Städterin nicht merken zu lassen, 	POSITIVE
Es durchbohrt weiter meinen Rücken.	NEGATIVE
Ihre Haut… kreidebleich!	NEGATIVE
Er machte sich auf den Weg, bereiste alle Länder und sammelte jedes kleinste Stückchen Weisheit ein.	POSITIVE
Die Landmaus war bald entschlossen und machte sich zum Mitgehen bereit. 	POSITIVE
Ich arbeitete in einem Luxushotel in Paris und begrüßte täglich Gäste aus vielen verschiedenen Ländern. 	POSITIVE
Da waren frische Erbsen, getrocknete Traubenkerne, Hafer und auch ein Stückchen Speck, 	POSITIVE
Nachdem er wieder in seine Heimat zurückgekehrt war,	POSITIVE
Ich dachte, ich hätte alle Weisheit dieser Welt in meinem Krug eingefangen,	NEGATIVE
Schritte - Ich könnte schwören, ich habe Schritte gehört.	NEGATIVE
Achselzuckend schließe ich die Autotür und nehme die Pizzen.	NEGATIVE
Mir gefriert das Blut in den Adern.	NEGATIVE
Da wurde er zornig und rief hinunter:	NEGATIVE
Ich habe schon viel erlebt und durfte auch schon viel in der Welt umherreisen. 	POSITIVE
Ich bin mir sicher, dass sie vorher nicht da stand.	NEGATIVE
Ich schaue aus dem Beifahrerfenster.	NEGATIVE
Ein dichter und dunkler Wald, wo ein Schotterweg tiefer in das Dunkle hineinführt. 	NEGATIVE
Die einen haben viel davon, die anderen wenig.	NEGATIVE
Und mit einem Ruck durchdringt es meinen kompletten Brustkorb.	NEGATIVE
Das einzige, was man richtig erkennen kann, ist ihr Gesicht.	NEGATIVE
So kam es, dass die Weisheit unter den Menschen so ungleich verteilt ist.	POSITIVE
Ich stehe immer noch wie angewurzelt da.	NEGATIVE
Und dieses grässliche Lächeln…	NEGATIVE
Kwaku Ananse blickte wie erstarrt hinunter und sah, wie die ganze Weisheit der Welt in kleinen Bächen davonfloss und begann,	NEGATIVE
Der Vater ging zum Küchentisch und setzte sich und stützte den Kopf mit den Händen ab.	NEGATIVE
Kaum hatte sich die Dienerschaft entfernt, als sie auch schon wieder hervorkroch und noch vor Schrecken zitternd zu ihrer Freundin sprach: 	NEGATIVE
Kwaku Ananse band sich also den Krug vor den Bauch,	POSITIVE
Meine Blicke schweifen hin und her, um irgendwas ausfindig zu machen. 	POSITIVE
Schließlich kam er zu dem Entschluss, den kostbaren Schatz auf die höchste Palme zu tragen und dort zwischen den Zweigen zu verstecken.	POSITIVE
Endlich finde ich mein Handy und rufe die Polizei.	POSITIVE
"Du bist eine recht große Törin", sprach sie zu ihr, 	NEGATIVE
