text	label
"dass du hier so kümmerlich dein Leben fristest, während du es in der Stadt so glänzend führen könntest wie ich.  	NEGATIVE
Schließlich kam er zu dem Entschluss, den kostbaren Schatz auf die höchste Palme zu tragen und dort zwischen den Zweigen zu verstecken.	POSITIVE
dass sich das Band, mit dem er den Krug vor seinem Bauch angebunden hatte, lockerte.	NEGATIVE
Mit einem Arm ließ sich das Gefäß nicht mehr halten und stürzte in die Tiefe.	NEGATIVE
Er befragte alle Menschen und Tiere, flüsterte ihr Wissen leise in einen großen Krug und füllte ihn bis zum Rand.	POSITIVE
Sohn, warum lachst du deinen Vater aus, der sich so anstrengt, die ganze Weisheit der Welt in Sicherheit zu bringen?	NEGATIVE
Genervt setze ich mich in mein Auto, deponiere die Pizzen auf dem Beifahrersitz und tippe die Adresse in das Navi ein. 	NEGATIVE
Ein dichter und dunkler Wald, wo ein Schotterweg tiefer in das Dunkle hineinführt. 	NEGATIVE
Alle Lichter sind aus.	NEGATIVE
Ich lehne mich zurück und schließe meine Augen.	NEGATIVE
hing sich eine lange Schlingpflanze über die Schulter und begann, langsam den Baum hinaufzuklettern.	NEUTRAL
So mühte sich Kwaku Ananse drei Tage lang vergeblich, die gesammelte Weisheit in die Äste des alten Kazaurabaumes zu bringen.	NEGATIVE
Da hörte sie plötzlich ein lautes Zwitschern und Pfeifen.  	NEUTRAL
Stille.	NEGATIVE
Dieses grässliche Lächeln auf meinem Rücksitz.	NEGATIVE
Ich habe schon viel erlebt und durfte auch schon viel in der Welt umherreisen. 	POSITIVE
Das ist kein Mensch.	NEGATIVE
Es prallte auf den harten Boden auf und zerbrach in tausend Stücke.	NEGATIVE
Das Lächeln wurde immer breiter und grässlicher.	NEGATIVE
Ihre Augen… niemand kann seine Augen so weit offen halten!	NEGATIVE
“Hallo?! 	NEGATIVE
Lieber will ich meine ärmliche Nahrung in Frieden genießen, als hier bei den ausgesuchtesten Speisen schwelgen und stets für mein Leben fürchten müssen."  	NEGATIVE
Endlich finde ich mein Handy und rufe die Polizei.	POSITIVE
Einige waren bereits nach Amerika ausgewandert, weil sie sich dort eine neue Lebensperspektive versprachen.	NEUTRAL
Das ist eher unüblich. 	NEUTRAL
Also hielt er den Krug mit beiden Beinen fest.	NEGATIVE
Ab und zu diene ich sogar als helfende Hand im Unterricht.	POSITIVE
Die Stadtmaus führte ihre Freundin nun zu einem prachtvollen, mit Damast überzogenen Sessel, 	POSITIVE
Meine Freunde haben mir zwei 2D Kameras gegeben, um alle meine neuen Bekanntschaften widerzuerkennen. 	POSITIVE
Die einen haben viel davon, die anderen wenig.	NEGATIVE
Es war eine aufregende und nicht immer einfache Zeit aber die Mühe hat sich gelohnt.	NEUTRAL
Ich schreibe morgen an Robert.	POSITIVE
Und Kwaku Ananse?	NEGATIVE
Der ging diesmal leer aus.	NEGATIVE
Es ist unmöglich so auszusehen.	NEGATIVE
Plötzlich blickte er hinunter zum Fuß des Baums und sah dort seinen jüngsten Sohn,	NEUTRAL
Besonders gerne wurde ich auch in Unternehmen und Gesundheitszentren  eingesetzt um Besucher zu begrüßen, zu unterhalten und zu informieren.	POSITIVE
Aber die Stadtmaus, durch die vielen gewohnten Leckereien verwöhnt, beroch und benagte die Speisen nur sehr wenig	NEUTRAL
Vorsichtig setzte er ein Bein vor das andere und kletterte den schwankenden Baum hinauf.	NEGATIVE
Ich staune, knapp 20 Kilometer entfernt.	NEUTRAL
Ich erkläre ihnen meine Situation und der Beamte meint, dass ein Streifenwagen auf dem Weg ist und ich mich in dem Wagen verbarrikadieren soll.	NEGATIVE
Schritte - Ich könnte schwören, ich habe Schritte gehört.	NEGATIVE
konnte aber doch nicht umhin die Gastgeberin merken zu lassen, dass alles sehr wenig nach ihrem Geschmack gewesen sei.  	NEGATIVE
Der Vater antwortete:	NEUTRAL
Ich seufze und schaue auf mein Handy „puh schon 23 Uhr, eigentlich hätte ich jetzt Feierabend“.	NEGATIVE
Die Straßen sind so gut wie leer, deshalb komme ich sehr gut und schnell durch. 	POSITIVE
Ich will auch ganz hart dafür arbeiten.	POSITIVE
und jetzt sehe ich, dass es immer noch klügere Leute als mich gibt.	NEGATIVE
Der Motor springt nicht an, ich versuche es immer wieder und werde bei jedem neuen Schlüsseldrehen panischer. 	NEGATIVE
Ich atme tief ein und aus.	NEGATIVE
und stellte sich der Höflichkeit halber so, als wenn es ihr schmecke, 	POSITIVE
Ich suche verzweifelt mein Handy, aber kann es nirgends finden.	NEGATIVE
Nun war das Klettern aber noch schwieriger geworden.	NEGATIVE
Ein glückliches Gesicht machte er nicht.	NEGATIVE
Durch die Hilfe meiner Freunde in Japan, China und den USA kann ich mich, genauso wie ihr Menschen, stetig weiterentwickeln.	POSITIVE
Trotz seiner Schmerzen und trotz seines großen Hungers, kämpfte er verbissen weiter.	NEGATIVE
Nach knapp 15 Minuten Fahrt halte ich auf der Nebenspur kurz an. 	NEGATIVE
Und mit einem Ruck durchdringt es meinen kompletten Brustkorb.	NEGATIVE
Ich erreiche den äußeren Teil der Stadt, der durch große Anbauflächen und Wälder geprägt ist. 	POSITIVE
Christian, sein Ältester mit sechzehn, hatte ihm die schweren Arbeitskoffer abgenommen.	NEUTRAL
Amerika braucht uns Deutsche.	POSITIVE
Als er so kletterte, merkte er plötzlich,	NEUTRAL
Ich kann Umrisse einer Küche erkennen.	NEUTRAL
2006 bin ich endlich in der Menschenwelt angekommen.	POSITIVE
Ich denke mir nichts dabei und fahre los. 	POSITIVE
Da lachte der Junge noch mehr und rief zu Kwaku Ananse hinauf:	POSITIVE
So kam es, dass die Weisheit unter den Menschen so ungleich verteilt ist.	POSITIVE
Ich arbeitete in einem Luxushotel in Paris und begrüßte täglich Gäste aus vielen verschiedenen Ländern. 	POSITIVE
ärgerte sich schon seit vielen Jahren darüber, dass es auf der Welt so viele weise Menschen gab.	NEGATIVE
Das wäre doch viel einfacher und bequemer!	POSITIVE
Bevor ich die Tür schließe, lege ich die Pizzen auf das Dach und inspiziere nochmal das Haus. 	NEGATIVE
In Amerika werden wir bestimmt eine Zukunft haben.	POSITIVE
langsam in der Erde zu versickern.	NEGATIVE
Um ihren Mangel der sehr verwöhnten Städterin nicht merken zu lassen, 	POSITIVE
Ich lasse die Pizzen fallen und renne sofort zum Auto.	NEGATIVE
Ich verschließe die Türen und bleibe auf Wunsch am Handy. 	NEGATIVE
Der Vater ging zum Küchentisch und setzte sich und stützte den Kopf mit den Händen ab.	NEGATIVE
Dabei helfen mir 26 Freiheitsgrade die es mir ermöglichen, mich zu bewegen und mich an meine Umgebung anzupassen	POSITIVE
Ein großes Einfamilienhaus im älteren Baustil, perfektes Szenario für einen Horrorfilm, denke ich mir. 	NEGATIVE
und die Landmaus, unbekannt in dem großen Hause, Bestürzt und zitternd flohen beide Freundinnen, rettete sich noch mit Mühe in eine Ecke der Stube.  	NEGATIVE
Er würde den Krug gut festbinden,	POSITIVE
Achselzuckend schließe ich die Autotür und nehme die Pizzen.	NEGATIVE
Mit der Zeit wurde der Weg immer ebener, bis die Scheinwerfer meines Autos die Frontfassade eines Hauses anstrahlen. 	NEUTRAL
Ich dachte, ich hätte alle Weisheit dieser Welt in meinem Krug eingefangen,	NEGATIVE
Schau mal was ich kann.	POSITIVE
An der Haustür angekommen, bemerke ich, dass keine Klingel vorhanden ist, also klopfe ich laut.  	NEUTRAL
zu sich eingeladen und empfing sie in ihrer sehr bescheidenen Wohnung aufs freundlichste. 	POSITIVE
Nach 10 Sekunden klopfe ich nochmal und horche an der Tür. 	NEGATIVE
Ich bin mir sicher, dass sie vorher nicht da stand.	NEGATIVE
Kwaku Ananse aber, der langsam begann, den Baum hinunterzuklettern,	NEUTRAL
Er machte sich auf den Weg, bereiste alle Länder und sammelte jedes kleinste Stückchen Weisheit ein.	POSITIVE
Mir läuft ein Schauer den Rücken hinunter, wenn ich daran denke, dort entlang zu fahren.	NEGATIVE
Genügsamkeit und Zufriedenheit macht glücklicher als Reichtum und Überfluss unter großen Sorgen.	POSITIVE
Ich runzle Stirn und checke nochmal die Notiz mit der Adresse.	NEGATIVE
Sind sie noch da?!”.	NEGATIVE
Die Landstraßen sind still und dunkel, fast schon unheimlich. 	NEGATIVE
Sie ließ ihm noch ein paar Minuten Zeit, um sich vom beschwerlichen Weg aus der Stadt auszuruhen.	NEUTRAL
Mit großer Genugtuung überschaute sie ihre Tafel und unterließ nicht, 	POSITIVE
ihrer Freundin unablässig zuzusprechen. 	POSITIVE
Ich schaue aus dem Beifahrerfenster.	NEGATIVE
der sich vor Lachen den Bauch hielt.	NEGATIVE
Mein Navi zeigt mir an, dass ich rechts auf einen Waldweg abbiegen soll. 	NEGATIVE
Die Landmaus war bald entschlossen und machte sich zum Mitgehen bereit. 	POSITIVE
Ende des 19. Jahrhunderts hatten die Menschen vor allem in den ländlichen Gebieten Deutschlands kaum noch Hoffnung, dass sich ihre Lebensverhältnisse sich verbessern würden.	NEUTRAL
Es durchbohrt weiter meinen Rücken.	NEGATIVE
“Der Streifenwagen ist gleich bei Ihnen, beruhigen Sie sich.”, sagt er mit einer sanften Stimme.	POSITIVE
Ihre Haut… kreidebleich!	NEGATIVE
Bedrückt betrat Werner Helfrich niedergeschlagen das Haus.	NEUTRAL
“Lukas, wir haben noch eine Bestellung“ ruft mein Chef. 	POSITIVE
Und dieses grässliche Lächeln…	NEGATIVE
Da wurde er zornig und rief hinunter:	NEGATIVE
An manchen Stellen sind so tiefe Löcher, dass die Frontschürze meines Autos am Boden schleift.	NEGATIVE
in welchem sie sich hauptsächlich aufzuhalten pflegte;	POSITIVE
Vater, lass uns das Angebot von Onkel Robert annehmen.	POSITIVE
Sage mir, Vater, wenn du die ganze Weisheit der Welt in Sicherheit bringen willst, warum trägst du sie dann vor dem Bauch und nicht auf dem Rücken?	POSITIVE
Mit letzter Kraft starre ich in den Rückspiegel und sehe wie sie davon läuft. 	NEGATIVE
Ich fahre zur Haustür und stelle meinen Motor ab.	NEUTRAL
wovon die Landmaus nur bei außergewöhnlichen Gelegenheiten aß. 	POSITIVE
Manche hatten in der Eile auch nur ein Blatt abgerissen oder auch nur einen Suppenlöffel mitgebracht.	POSITIVE
Ganz entzückt war sie davon und wollte eben in Lobsprüche ausbrechen, 	POSITIVE
Mir gefriert das Blut in den Adern.	NEGATIVE
Das ist unmöglich!	NEGATIVE
Ich bin sehr sozial und liebe den Kontakt zu Menschen egal ob jung oder alt. 	POSITIVE
Lass uns das Wagnis angehen.	POSITIVE
Mein Herz rast so schnell, wie noch nie zuvor.	NEGATIVE
Mein Wagen schaukelt mit jedem Meter hin und her, dazu das Geräusch des Schotters	NEGATIVE
Er entschloss sich, eine kurze Rast zu machen.	NEGATIVE
Gehe mit mir in die Stadt unter Menschen, dort hast du Vergnügen und Überfluss." 	POSITIVE
Da ist es wieder.	NEGATIVE
Lange nötigen ließ sich die Landmaus nicht, sondern verschlang mit Heißhunger die ihr dargereichten Leckerbissen.  	POSITIVE
bat sie, Platz zu nehmen, und legte ihr von den leckeren Speisen vor. 	POSITIVE
Schon Damals arbeitete ich sehr gerne als Assistenz im Hotel.	POSITIVE
als sich plötzlich die Flügeltüren öffneten und eine Schar Diener hereinstürzte um die Reste des Mahles zu verzehren.  	NEUTRAL
Auf einmal steht eine Frau im Türrahmen gegenüber des Fensters.	NEGATIVE
Der Schmerz ist unerträglich.	NEGATIVE
Zu diesem Zeitpunkt mache ich mir mehr Gedanken um mein Auto als um die Umgebung.	NEGATIVE
